選舉區,姓名,性別,出生年月日,推薦之政黨,抽籤號次,公職類別
屏東縣第9選舉區,張利惠,女,049/10/17,中國國民黨,2,縣市議員
屏東縣第10選舉區,高惠芬,女,044/11/08,中國國民黨,1,縣市議員
屏東縣第10選舉區,梁明輝,男,045/09/07,無,2,縣市議員
屏東縣第10選舉區,陸宥熹,女,071/10/25,無,3,縣市議員
屏東縣第11選舉區,何長成,男,052/09/17,無,1,縣市議員
屏東縣第12選舉區,許蘭花,女,058/08/16,無,1,縣市議員
屏東縣第12選舉區,越秋女,女,061/02/23,無,2,縣市議員
屏東縣第12選舉區,羅俊傑,男,060/01/04,中國國民黨,3,縣市議員
屏東縣第13選舉區,柯自強 Langalang．Palivulj,男,058/07/22,無,1,縣市議員
屏東縣第13選舉區,周陳曉玟,女,076/02/09,無,2,縣市議員
屏東縣第14選舉區,李振榮,男,051/02/07,無,1,縣市議員
屏東縣第14選舉區,李紀財 Mulaneng Paliuliu,男,045/08/20,無,2,縣市議員
屏東縣第15選舉區,林采穎,女,049/11/08,無,1,縣市議員
屏東縣第16選舉區,賴天賜,男,048/03/22,無,1,縣市議員
屏東縣第16選舉區,杜仁勇,男,041/12/27,無,2,縣市議員
屏東縣第16選舉區,柯海燕,男,048/11/07,無,3,縣市議員
宜蘭縣第1選舉區,陳漢澤,男,067/08/29,台灣基進,1,縣市議員
宜蘭縣第1選舉區,魯秀傑,男,068/02/24,無,2,縣市議員
宜蘭縣第1選舉區,張勝德,男,061/09/21,中國國民黨,3,縣市議員
宜蘭縣第1選舉區,尤文瀚,男,078/06/24,台灣民眾黨,4,縣市議員
宜蘭縣第1選舉區,林麗,女,059/10/12,民主進步黨,5,縣市議員
宜蘭縣第1選舉區,林錫明,男,043/09/15,無,6,縣市議員
宜蘭縣第1選舉區,吳福田,男,038/12/03,民主進步黨,7,縣市議員
宜蘭縣第1選舉區,林正芳,男,052/10/28,時代力量,8,縣市議員
宜蘭縣第1選舉區,胡健森,男,060/06/19,無,9,縣市議員
宜蘭縣第1選舉區,莊淑如,女,067/12/23,中國國民黨,10,縣市議員
宜蘭縣第1選舉區,黃惠慈,女,083/03/21,民主進步黨,11,縣市議員
宜蘭縣第1選舉區,楊順木,男,039/04/28,正神名黨,12,縣市議員
宜蘭縣第1選舉區,黃定和,男,047/01/05,無,13,縣市議員
宜蘭縣第1選舉區,孫博萮,女,067/03/04,無,14,縣市議員
宜蘭縣第1選舉區,潘淑芬,女,058/12/05,無,15,縣市議員
宜蘭縣第1選舉區,吳長青,男,067/11/04,無,16,縣市議員
宜蘭縣第1選舉區,林岳賢,男,063/06/14,中國國民黨,17,縣市議員
宜蘭縣第2選舉區,林東成,男,052/08/02,無,1,縣市議員
宜蘭縣第2選舉區,簡英俊,男,040/04/01,無,2,縣市議員
宜蘭縣第2選舉區,賴良洲,男,052/10/05,中國國民黨,3,縣市議員
宜蘭縣第2選舉區,林詩穎,女,071/06/17,民主進步黨,4,縣市議員
宜蘭縣第3選舉區,林聰池,男,060/02/25,無,1,縣市議員
宜蘭縣第3選舉區,李清林,男,038/08/20,中國國民黨,2,縣市議員
宜蘭縣第3選舉區,吳宏謀,男,039/08/15,民主進步黨,3,縣市議員
宜蘭縣第4選舉區,陳俊宇,男,064/03/14,民主進步黨,1,縣市議員
宜蘭縣第4選舉區,黃浴沂,男,041/04/12,中國國民黨,2,縣市議員
宜蘭縣第5選舉區,黃建勇,男,047/09/12,中國國民黨,1,縣市議員
宜蘭縣第5選舉區,陳福山,男,046/11/08,無,2,縣市議員
宜蘭縣第6選舉區,黃琤婷,女,067/12/20,中國國民黨,1,縣市議員
宜蘭縣第6選舉區,謝志得,男,057/05/06,台灣民眾黨,2,縣市議員
宜蘭縣第6選舉區,陳漢鍾,男,060/08/07,無,3,縣市議員
宜蘭縣第6選舉區,林意評,男,078/03/04,台灣基進,4,縣市議員
宜蘭縣第6選舉區,劉添梧,男,037/07/13,民主進步黨,5,縣市議員
宜蘭縣第6選舉區,楊坊翔,男,085/07/14,時代力量,6,縣市議員
宜蘭縣第6選舉區,呂惠卿,女,059/07/11,民主進步黨,7,縣市議員
宜蘭縣第6選舉區,謝家倫,男,074/07/08,民主進步黨,8,縣市議員
宜蘭縣第6選舉區,陳鴻禧,男,048/01/13,中國國民黨,9,縣市議員
宜蘭縣第7選舉區,沈信雄,男,056/08/30,無,1,縣市議員
宜蘭縣第7選舉區,張明華,男,050/05/14,民主進步黨,2,縣市議員
宜蘭縣第7選舉區,簡松樹,男,054/10/13,民主進步黨,3,縣市議員
宜蘭縣第7選舉區,林義剛,男,042/02/05,中國國民黨,4,縣市議員
宜蘭縣第8選舉區,謝燦輝,男,047/02/18,民主進步黨,1,縣市議員
宜蘭縣第8選舉區,林佩螢,女,076/06/28,民主進步黨,2,縣市議員
宜蘭縣第8選舉區,邱素梅,女,054/02/17,無,3,縣市議員
宜蘭縣第8選舉區,張芷珊,女,078/08/25,無,4,縣市議員
宜蘭縣第8選舉區,江汶賢,男,054/02/25,民主進步黨,5,縣市議員
宜蘭縣第8選舉區,楊弘旻,男,059/05/05,中國國民黨,6,縣市議員
宜蘭縣第9選舉區,吳珮菱,女,070/02/12,無,1,縣市議員
宜蘭縣第9選舉區,陳文昌,男,042/09/01,民主進步黨,2,縣市議員
宜蘭縣第9選舉區,江信賢,男,066/11/30,無,3,縣市議員
宜蘭縣第10選舉區,陳金麟,男,043/09/08,中國國民黨,1,縣市議員
宜蘭縣第10選舉區,李茂豐,男,046/09/10,中國國民黨,2,縣市議員
宜蘭縣第10選舉區,謝正信,男,068/05/04,民主進步黨,3,縣市議員
宜蘭縣第10選舉區,陳玉萍,女,064/06/23,無,4,縣市議員
宜蘭縣第11選舉區,孫湯玉惠 aly saku,女,056/05/22,無,1,縣市議員
宜蘭縣第12選舉區,沈志弘,男,053/02/09,中國國民黨,1,縣市議員
宜蘭縣第12選舉區,陳傑麟,男,054/11/08,親民黨,2,縣市議員
宜蘭縣第13選舉區,游吉祥,男,052/05/28,中國國民黨,1,縣市議員
花蓮縣第1選舉區,張美慧,女,059/12/03,民主進步黨,1,縣市議員
花蓮縣第1選舉區,楊華美,女,059/12/02,無,2,縣市議員
花蓮縣第1選舉區,傅國淵,男,063/04/30,台灣民眾黨,3,縣市議員
花蓮縣第1選舉區,林宗昆,男,072/10/14,中國國民黨,4,縣市議員
花蓮縣第1選舉區,洪士閔,男,069/09/23,中國國民黨,5,縣市議員
花蓮縣第1選舉區,徐子芳,女,052/10/24,中國國民黨,6,縣市議員
花蓮縣第1選舉區,韓林梅,女,054/02/08,中國國民黨,7,縣市議員
花蓮縣第1選舉區,魏嘉賢,男,067/07/13,無,8,縣市議員
花蓮縣第1選舉區,謝國榮,男,047/07/20,中國國民黨,9,縣市議員
花蓮縣第1選舉區,蔡翼鍾,男,077/05/26,中國國民黨,10,縣市議員
花蓮縣第1選舉區,吳東昇,男,059/06/01,中國國民黨,11,縣市議員
花蓮縣第1選舉區,胡仁順,男,072/12/28,民主進步黨,12,縣市議員
花蓮縣第2選舉區,邱光明,男,040/10/10,中國國民黨,1,縣市議員
花蓮縣第2選舉區,鄭寶秀,女,043/03/16,中國國民黨,2,縣市議員
花蓮縣第2選舉區,陳財能,男,054/07/24,民主進步黨,3,縣市議員
花蓮縣第3選舉區,林則葹,女,073/08/25,民主進步黨,1,縣市議員
花蓮縣第3選舉區,林品仰,男,071/11/06,中國國民黨,2,縣市議員
花蓮縣第3選舉區,徐雪玉,女,050/01/08,中國國民黨,3,縣市議員
花蓮縣第3選舉區,吳建志,男,069/12/16,中國國民黨,4,縣市議員
花蓮縣第3選舉區,陳慶元,男,080/07/27,時代力量,5,縣市議員
花蓮縣第3選舉區,張峻,男,063/03/03,無,6,縣市議員
花蓮縣第3選舉區,潘璿安,男,062/01/15,台灣民眾黨,7,縣市議員
花蓮縣第3選舉區,王格致,男,080/09/23,民主進步黨,8,縣市議員
花蓮縣第3選舉區,蔡文隆,男,058/10/28,中國國民黨,9,縣市議員
花蓮縣第3選舉區,王能昌,男,056/04/07,無,10,縣市議員
花蓮縣第3選舉區,鄭乾龍,男,053/10/24,無,11,縣市議員
花蓮縣第3選舉區,張正治,男,055/03/17,中國國民黨,12,縣市議員
花蓮縣第3選舉區,黃馨,女,043/09/01,中國國民黨,13,縣市議員
花蓮縣第3選舉區,沈君茹,女,051/08/16,無,14,縣市議員
花蓮縣第3選舉區,林源富,男,063/09/14,無,15,縣市議員
花蓮縣第4選舉區,陳志明,男,058/05/04,無,1,縣市議員
花蓮縣第4選舉區,黃玲蘭,女,052/06/24,無,2,縣市議員
花蓮縣第4選舉區,鍾素政,女,050/03/18,中國國民黨,3,縣市議員
花蓮縣第4選舉區,詹金富,男,050/02/25,中國國民黨,4,縣市議員
花蓮縣第4選舉區,陳飛廷,男,071/11/14,民主進步黨,5,縣市議員
花蓮縣第5選舉區,笛布斯．顗賚,女,061/03/13,無,1,縣市議員
花蓮縣第5選舉區,葉志豪,男,070/09/23,無,2,縣市議員
花蓮縣第5選舉區,督固．撒耘,男,054/08/23,中國國民黨,3,縣市議員
花蓮縣第5選舉區,周駿宥,男,071/10/20,中國國民黨,4,縣市議員
花蓮縣第5選舉區,李正文,男,054/04/08,無,5,縣市議員
花蓮縣第5選舉區,陳進德,男,055/09/28,中國國民黨,6,縣市議員
花蓮縣第5選舉區,林資斌,男,077/07/24,民主進步黨,7,縣市議員
花蓮縣第6選舉區,何進雄 Kin Cian．Ri Pun,男,058/11/04,中國國民黨,1,縣市議員
花蓮縣第6選舉區,林正福,男,054/03/02,中國國民黨,2,縣市議員
花蓮縣第6選舉區,賴國祥 O‧Seng‧Ka'ti,男,060/08/08,無,3,縣市議員
花蓮縣第6選舉區,蔡依靜 Lamen．Panay,女,072/08/16,無,4,縣市議員
花蓮縣第7選舉區,林玉芬,女,055/01/12,中國國民黨,1,縣市議員
花蓮縣第7選舉區,陳德仁,男,060/04/14,無,2,縣市議員
花蓮縣第7選舉區,陳建忠,男,048/09/20,中國國民黨,3,縣市議員
花蓮縣第7選舉區,葉微琪,女,059/08/23,無,4,縣市議員
花蓮縣第7選舉區,哈尼．噶照 Hani Kacaw,男,069/10/17,無,5,縣市議員
花蓮縣第8選舉區,連一龍,男,063/03/20,無,1,縣市議員
花蓮縣第8選舉區,田韻馨,女,065/03/16,無,2,縣市議員
花蓮縣第8選舉區,程美蓮,女,057/11/14,中國國民黨,3,縣市議員
花蓮縣第9選舉區,吳香蘭 Hisa‧Sakay,女,038/12/20,中國國民黨,1,縣市議員
花蓮縣第9選舉區,簡智隆,男,066/02/25,無,2,縣市議員
花蓮縣第10選舉區,高小成 Haisul．Tanapima,男,052/04/05,中國國民黨,1,縣市議員
花蓮縣第10選舉區,金淑敏,女,053/02/07,中國國民黨,2,縣市議員
臺東縣第1選舉區,周達三,男,055/03/10,中國國民黨,1,縣市議員
臺東縣第1選舉區,林冠任,男,065/04/24,台灣民眾黨,2,縣市議員
臺東縣第1選舉區,陳志峰,男,054/07/28,中國國民黨,3,縣市議員
臺東縣第1選舉區,林參天,男,047/11/20,無,4,縣市議員
臺東縣第1選舉區,吳秀華,女,062/05/01,中國國民黨,5,縣市議員
臺東縣第1選舉區,蔣明道,男,051/02/19,無,6,縣市議員
臺東縣第1選舉區,陳允萍,男,058/05/12,無,7,縣市議員
臺東縣第1選舉區,宋良安,男,053/10/30,無,8,縣市議員
臺東縣第1選舉區,黃治維,男,071/03/29,民主進步黨,9,縣市議員
臺東縣第1選舉區,吳景槐,男,051/02/12,無,10,縣市議員
臺東縣第1選舉區,余振維,男,068/05/15,民主進步黨,11,縣市議員
臺東縣第1選舉區,傅文鵬,男,058/10/17,中國國民黨,12,縣市議員
臺東縣第1選舉區,張躍贏,男,046/02/24,無,13,縣市議員
臺東縣第1選舉區,李建智,男,048/01/15,中國國民黨,14,縣市議員
臺東縣第1選舉區,林文隆,男,052/06/19,民主進步黨,15,縣市議員
臺東縣第1選舉區,王文怡,女,066/02/14,無,16,縣市議員
臺東縣第1選舉區,劉秋美,女,050/10/27,無,17,縣市議員
臺東縣第1選舉區,簡維國,男,062/08/29,民主進步黨,18,縣市議員
臺東縣第1選舉區,張國洲,男,046/07/26,中國國民黨,19,縣市議員
臺東縣第2選舉區,楊招信,男,043/10/20,中國國民黨,1,縣市議員
臺東縣第2選舉區,許文獻,男,054/09/25,民主進步黨,2,縣市議員
臺東縣第3選舉區,林東滿,男,038/10/15,中國國民黨,1,縣市議員
臺東縣第3選舉區,許進榮,男,055/12/18,無,2,縣市議員
臺東縣第4選舉區,戴文達,男,052/02/23,中國國民黨,1,縣市議員
臺東縣第4選舉區,潘貴蘭,女,069/10/06,無,2,縣市議員
臺東縣第4選舉區,陳宏宗,男,047/11/01,無,3,縣市議員
臺東縣第4選舉區,王瀚駿,男,056/03/10,台灣維新,4,縣市議員
臺東縣第4選舉區,張堯城,男,056/05/18,無,5,縣市議員
臺東縣第4選舉區,林金樺,男,059/09/16,民主進步黨,6,縣市議員
臺東縣第5選舉區,翁麗吟,女,046/07/02,中國國民黨,1,縣市議員
臺東縣第5選舉區,林曉彤,女,085/03/12,無,2,縣市議員
臺東縣第6選舉區,林誌鴻,男,065/07/11,無,1,縣市議員
臺東縣第6選舉區,王姷力,女,058/09/24,無,2,縣市議員
臺東縣第6選舉區,林為德,男,055/05/31,無,3,縣市議員
臺東縣第6選舉區,李數奼,女,044/12/31,中國國民黨,4,縣市議員
臺東縣第7選舉區,陽昇宏,男,055/09/18,中國國民黨,1,縣市議員
臺東縣第7選舉區,張信一,男,056/02/22,無,2,縣市議員
臺東縣第7選舉區,林秀信,男,035/10/27,無,3,縣市議員
臺東縣第7選舉區,方賢仁,男,045/09/03,中國國民黨,4,縣市議員
臺東縣第7選舉區,陳政宗,男,062/02/26,無,5,縣市議員
臺東縣第7選舉區,林琮翰,男,058/07/19,中國國民黨,6,縣市議員
臺東縣第8選舉區,鄭崗山,男,059/05/07,中國國民黨,1,縣市議員
臺東縣第8選舉區,江堅壽,男,048/04/18,無,2,縣市議員
臺東縣第9選舉區,尤忠正,男,045/09/03,中國國民黨,1,縣市議員
臺東縣第10選舉區,"楊清順
Cinsun Pawtawan",男,058/11/28,中國國民黨,1,縣市議員
臺東縣第11選舉區,"嚴惠美
Simoy．Sapod",女,054/11/02,無,1,縣市議員
臺東縣第11選舉區,楊秋珍,女,052/10/08,中國國民黨,2,縣市議員
臺東縣第11選舉區,高美珠,女,059/01/08,中國國民黨,3,縣市議員
臺東縣第11選舉區,武雪恩,女,057/11/26,無,4,縣市議員
臺東縣第12選舉區,古志成,男,060/03/02,中國國民黨,1,縣市議員
臺東縣第13選舉區,張全馨嵐,女,074/02/04,中國國民黨,1,縣市議員
臺東縣第13選舉區,江金香,女,058/03/01,無,2,縣市議員
臺東縣第13選舉區,余秀芳,女,056/02/08,無,3,縣市議員
臺東縣第14選舉區,"章正輝
Lemaljiz．Kusaza",男,052/09/04,中國國民黨,1,縣市議員
臺東縣第14選舉區,林本森,男,062/11/11,無,2,縣市議員
臺東縣第15選舉區,林芳如,女,073/04/02,無,1,縣市議員
臺東縣第15選舉區,葉巴格力亞斯振宇,男,054/09/17,無,2,縣市議員
臺東縣第15選舉區,蔡玉玲,女,058/10/20,中國國民黨,3,縣市議員
臺東縣第16選舉區,黃碧妹,女,051/12/24,無,1,縣市議員
臺東縣第16選舉區,黃天德,男,055/10/05,無,2,縣市議員
臺東縣第16選舉區,施森茂,男,051/01/20,無,3,縣市議員
澎湖縣第1選舉區,許智富,男,068/10/02,台灣民眾黨,1,縣市議員
澎湖縣第1選舉區,陳海山,男,039/11/10,無,2,縣市議員
澎湖縣第1選舉區,陳毓仁,男,078/03/10,無,3,縣市議員
澎湖縣第1選舉區,呂光宇,男,040/06/19,中國國民黨,4,縣市議員
澎湖縣第1選舉區,林建勳,男,076/12/17,中國國民黨,5,縣市議員
澎湖縣第1選舉區,呂黃春金,女,049/07/11,民主進步黨,6,縣市議員
澎湖縣第1選舉區,陳文謙,男,067/06/14,無,7,縣市議員
澎湖縣第1選舉區,藍凱元,男,065/08/23,無,8,縣市議員
澎湖縣第1選舉區,張再興,男,041/03/30,無,9,縣市議員
澎湖縣第1選舉區,歐中,男,047/10/10,中國國民黨,10,縣市議員
澎湖縣第1選舉區,胡松榮,男,035/10/01,無黨團結聯盟,11,縣市議員
澎湖縣第1選舉區,劉陳昭玲,女,045/06/18,中國國民黨,12,縣市議員
澎湖縣第1選舉區,蘇育德,男,075/01/15,民主進步黨,13,縣市議員
澎湖縣第1選舉區,盧長在,男,052/04/22,民主進步黨,14,縣市議員
澎湖縣第1選舉區,歐修智,男,053/10/26,無,15,縣市議員
澎湖縣第1選舉區,莊光大,男,057/04/07,無,16,縣市議員
澎湖縣第1選舉區,蘇陳綉色,女,046/04/04,無,17,縣市議員
澎湖縣第1選舉區,許國政,男,054/03/21,中國國民黨,18,縣市議員
澎湖縣第2選舉區,許育愷,男,054/05/26,無,1,縣市議員
澎湖縣第2選舉區,蔡清續,男,046/09/20,民主進步黨,2,縣市議員
澎湖縣第2選舉區,吳政杰,男,056/11/29,中國國民黨,3,縣市議員
澎湖縣第2選舉區,廖璟華,女,056/08/28,無,4,縣市議員
澎湖縣第3選舉區,魏睿宏,男,068/10/13,無,1,縣市議員
澎湖縣第3選舉區,宋昀芝,女,075/06/19,無,2,縣市議員
澎湖縣第4選舉區,薛雲鴻,男,051/09/10,無,1,縣市議員
澎湖縣第4選舉區,許月里,女,042/10/04,無,2,縣市議員
澎湖縣第5選舉區,陳佩真,女,072/05/24,無,1,縣市議員
澎湖縣第6選舉區,夏晨榮,男,049/01/06,無,1,縣市議員
澎湖縣第6選舉區,張仁和,男,053/10/11,無,2,縣市議員
金門縣第1選舉區,歐陽儀雄,男,062/04/03,中國國民黨,1,縣市議員
金門縣第1選舉區,石永城,男,062/08/01,無,2,縣市議員
金門縣第1選舉區,許玉昭,女,054/08/14,中國國民黨,3,縣市議員
金門縣第1選舉區,楊霈璿,男,083/02/21,無,4,縣市議員
金門縣第1選舉區,蔡其雍,男,060/02/05,民主進步黨,5,縣市議員
金門縣第1選舉區,周曉芸,女,065/03/08,台灣民眾黨,6,縣市議員
金門縣第1選舉區,楊永立,男,048/04/04,無,7,縣市議員
金門縣第1選舉區,陳泱瑚,男,063/11/07,無,8,縣市議員
金門縣第1選舉區,洪允典,男,041/09/03,中國國民黨,9,縣市議員
金門縣第1選舉區,李養生,男,041/11/19,無,10,縣市議員
金門縣第1選舉區,唐麗輝,女,046/05/07,無,11,縣市議員
金門縣第1選舉區,王碧珍,女,048/01/08,無,12,縣市議員
金門縣第1選舉區,許大鴻,男,086/06/13,無,13,縣市議員
金門縣第1選舉區,翁文奧,男,058/03/01,無,14,縣市議員
金門縣第1選舉區,董森堡,男,067/10/02,無,15,縣市議員
金門縣第1選舉區,胡凱宇,男,075/09/04,無,16,縣市議員
金門縣第2選舉區,陳錦偉,男,063/02/27,無,1,縣市議員
金門縣第2選舉區,黃子誠,男,084/03/07,無,2,縣市議員
金門縣第2選舉區,吳金鏷,男,055/09/21,無,3,縣市議員
金門縣第2選舉區,歐陽豪,男,069/01/11,無,4,縣市議員
金門縣第2選舉區,王國代,男,059/01/02,中國國民黨,5,縣市議員
金門縣第2選舉區,馬自壯,男,065/10/24,中國國民黨,6,縣市議員
金門縣第2選舉區,楊育菡,女,082/06/30,無,7,縣市議員
金門縣第2選舉區,周子傑,男,062/01/18,中國國民黨,8,縣市議員
金門縣第2選舉區,王秀玉,女,057/02/14,中國國民黨,9,縣市議員
金門縣第2選舉區,蔡水游,男,046/12/15,無,10,縣市議員
金門縣第2選舉區,林長鴻,男,056/03/30,中國國民黨,11,縣市議員
金門縣第2選舉區,吳佩雯,女,071/09/06,無,12,縣市議員
金門縣第2選舉區,張雲量,男,061/02/22,無,13,縣市議員
金門縣第3選舉區,洪成發,男,041/07/28,中國國民黨,1,縣市議員
金門縣第3選舉區,吳嘉將,男,051/02/18,無,2,縣市議員
金門縣第3選舉區,洪鴻斌,男,058/01/24,無,3,縣市議員
連江縣第1選舉區,曹爾章,男,059/12/13,無,1,縣市議員
連江縣第1選舉區,曹丞君,女,065/07/23,中國國民黨,2,縣市議員
連江縣第1選舉區,劉浩晨,男,080/08/21,民主進步黨,3,縣市議員
連江縣第1選舉區,陳書建,男,046/12/20,中國國民黨,4,縣市議員
連江縣第1選舉區,曹以標,男,052/10/05,無,5,縣市議員
連江縣第1選舉區,林惠萍,女,062/08/08,無,6,縣市議員
連江縣第1選舉區,林明揚,男,052/10/31,中國國民黨,7,縣市議員
連江縣第1選舉區,楊清宇,男,063/06/16,中國國民黨,8,縣市議員
連江縣第2選舉區,周瑞國,男,058/04/05,中國國民黨,1,縣市議員
連江縣第2選舉區,陳如嵐,男,059/12/01,中國國民黨,2,縣市議員
連江縣第2選舉區,陳玉發,男,049/11/05,中國國民黨,3,縣市議員
連江縣第3選舉區,陳善澔,男,059/10/05,無,1,縣市議員
連江縣第3選舉區,陳貽斌,男,058/11/16,中國國民黨,2,縣市議員
連江縣第4選舉區,馮印才,男,051/11/07,無,1,縣市議員
連江縣第4選舉區,張永江,男,049/06/23,中國國民黨,2,縣市議員
基隆市第1選舉區,張淵翔,男,066/08/31,中國國民黨,1,縣市議員
基隆市第1選舉區,呂美玲,女,053/06/20,中國國民黨,2,縣市議員
基隆市第1選舉區,林毓峯,男,067/03/30,台灣民眾黨,3,縣市議員
基隆市第1選舉區,藍敏煌,男,056/02/24,中國國民黨,4,縣市議員
基隆市第1選舉區,許睿慈,女,075/12/22,民主進步黨,5,縣市議員
基隆市第1選舉區,張顥瀚,男,079/07/23,民主進步黨,6,縣市議員
基隆市第2選舉區,陳軍佐,男,068/06/17,民主進步黨,1,縣市議員
基隆市第2選舉區,江鑒育,男,049/03/11,中國國民黨,2,縣市議員
基隆市第2選舉區,李嘉濠,男,076/07/06,無,3,縣市議員
基隆市第2選舉區,紀珈,女,081/08/01,台灣民眾黨,4,縣市議員
基隆市第2選舉區,韓世昱,男,077/06/07,中國國民黨,5,縣市議員
基隆市第2選舉區,陳宜,女,075/11/12,民主進步黨,6,縣市議員
基隆市第2選舉區,何淑萍,女,060/07/26,中國國民黨,7,縣市議員
基隆市第3選舉區,曾紀嚴,男,065/07/08,中國國民黨,1,縣市議員
基隆市第3選舉區,童子瑋,男,075/12/05,民主進步黨,2,縣市議員
基隆市第3選舉區,鄭文婷,女,057/09/28,民主進步黨,3,縣市議員
基隆市第3選舉區,紀文荃,男,076/03/21,中國國民黨,4,縣市議員
基隆市第3選舉區,莊榮欽,男,046/02/02,中國國民黨,5,縣市議員
基隆市第3選舉區,李依芩,女,086/12/14,台灣民眾黨,6,縣市議員
基隆市第3選舉區,張芳麗,女,041/03/07,中國國民黨,7,縣市議員
基隆市第4選舉區,宋瑋莉,女,046/07/29,中國國民黨,1,縣市議員
基隆市第4選舉區,張秉鈞,男,070/04/16,民主進步黨,2,縣市議員
基隆市第4選舉區,徐佑昇,男,077/09/24,台灣民眾黨,3,縣市議員
基隆市第4選舉區,郭美秀,女,053/01/22,親民黨,4,縣市議員
基隆市第4選舉區,張哲源,男,073/03/11,無,5,縣市議員
基隆市第4選舉區,施偉政,男,070/06/16,民主進步黨,6,縣市議員
基隆市第4選舉區,梁堂華,男,058/07/10,無,7,縣市議員
基隆市第4選舉區,莊敬聖,男,063/03/23,中國國民黨,8,縣市議員
基隆市第5選舉區,洪森永,男,054/11/08,民主進步黨,1,縣市議員
基隆市第5選舉區,江欣怡,女,084/08/05,時代力量,2,縣市議員
基隆市第5選舉區,秦鉦,男,042/08/12,中國國民黨,3,縣市議員
基隆市第5選舉區,莊錦田,男,042/05/13,親民黨,4,縣市議員
基隆市第5選舉區,林沛祥,男,066/05/14,中國國民黨,5,縣市議員
基隆市第5選舉區,俞叁發,男,054/03/04,中國國民黨,6,縣市議員
基隆市第5選舉區,許超勝,男,057/11/05,無,7,縣市議員
基隆市第5選舉區,吳驊珈,女,081/08/21,民主進步黨,8,縣市議員
基隆市第5選舉區,張之豪,男,070/02/25,民主進步黨,9,縣市議員
基隆市第5選舉區,李偉華,男,048/09/08,無,10,縣市議員
基隆市第5選舉區,鄭愷玲,女,059/02/04,中國國民黨,11,縣市議員
基隆市第5選舉區,黃紀棠,男,077/12/19,無,12,縣市議員
基隆市第5選舉區,張銘傑,男,039/04/12,無,13,縣市議員
基隆市第5選舉區,劉韋巡,男,073/03/31,台灣民眾黨,14,縣市議員
基隆市第5選舉區,黃永翔,男,074/04/22,無,15,縣市議員
基隆市第6選舉區,莫璦緁,女,056/01/28,無,1,縣市議員
基隆市第6選舉區,陳冠羽,男,082/03/02,無,2,縣市議員
基隆市第6選舉區,連恩典,男,047/11/04,中國國民黨,3,縣市議員
基隆市第6選舉區,林旻勳,男,079/10/31,無,4,縣市議員
基隆市第7選舉區,楊秀玉,女,056/09/17,親民黨,1,縣市議員
基隆市第7選舉區,陳愷閎,男,073/01/25,時代力量,2,縣市議員
基隆市第7選舉區,曾怡芳,女,077/11/18,民主進步黨,3,縣市議員
基隆市第7選舉區,蔡旺璉,男,043/03/01,中國國民黨,4,縣市議員
基隆市第7選舉區,張耿輝,男,050/06/24,無,5,縣市議員
基隆市第7選舉區,林坤明,男,047/04/25,民主進步黨,6,縣市議員
基隆市第8選舉區,拔耐．茹妮老王,女,060/12/29,無,1,縣市議員
基隆市第8選舉區,王尚潔,女,077/04/29,中國國民黨,2,縣市議員
基隆市第8選舉區,陳明建,男,051/03/12,無,3,縣市議員
新竹市第1選舉區,陳清智,男,060/08/25,中國國民黨,1,縣市議員
新竹市第1選舉區,陳錫文,男,073/10/06,台灣民眾黨,2,縣市議員
新竹市第1選舉區,李國璋,男,059/09/28,台灣民眾黨,3,縣市議員
新竹市第1選舉區,陳珍裕,男,068/03/23,無,4,縣市議員
新竹市第1選舉區,余邦彥,男,060/12/25,無,5,縣市議員
新竹市第1選舉區,周莉柔,女,076/04/29,無,6,縣市議員
新竹市第1選舉區,劉崇顯,男,079/08/20,綠黨,7,縣市議員
新竹市第1選舉區,段孝芳,女,049/09/22,中國國民黨,8,縣市議員
新竹市第1選舉區,宋品瑩,女,080/12/25,台灣民眾黨,9,縣市議員
新竹市第1選舉區,張祖琰,女,040/11/03,中國國民黨,10,縣市議員
新竹市第1選舉區,何志勇,男,069/01/23,中國國民黨,11,縣市議員
新竹市第1選舉區,林志雅,男,051/09/05,無,12,縣市議員
新竹市第1選舉區,謝佩妤,女,072/05/09,無,13,縣市議員
新竹市第1選舉區,鍾淑英,女,045/10/12,中國國民黨,14,縣市議員
新竹市第1選舉區,張文興,男,056/07/15,中國國民黨,15,縣市議員
新竹市第1選舉區,劉明鴻,男,065/06/17,無,16,縣市議員
新竹市第1選舉區,戴朝琴,男,053/12/01,無,17,縣市議員
新竹市第1選舉區,黃耀正,男,057/06/28,無,18,縣市議員
新竹市第1選舉區,黃文政,男,059/09/04,中國國民黨,19,縣市議員
新竹市第1選舉區,王銘宗,男,046/04/14,無,20,縣市議員
新竹市第1選舉區,蔡惠婷,女,071/01/03,時代力量,21,縣市議員
新竹市第1選舉區,曾資程,男,055/12/31,民主進步黨,22,縣市議員
新竹市第1選舉區,鄭美娟,女,072/05/31,民主進步黨,23,縣市議員
新竹市第1選舉區,黃家曄,女,073/09/05,無,24,縣市議員
新竹市第1選舉區,劉彥伶,女,077/11/23,民主進步黨,25,縣市議員
新竹市第2選舉區,何智昌,男,048/08/01,無,1,縣市議員
新竹市第2選舉區,王岢鈺,女,068/03/06,小民參政歐巴桑聯盟,2,縣市議員
新竹市第2選舉區,田雅芳,女,074/01/26,無,3,縣市議員
